Tweet,Emotion
"Trying so hard. Make it all go away. #anxiety #broken", fear
"Went to the atm and took out almost $100... #depressed", sadness
"FREAKING OUT. lol first extemp tournament tommorow 0.0 #nervous", fear
"@kaydenbecker ooopsh i nevur texted you....my b...who did i text than? #awk #confused #embarrassed", sadness
"I b on my lazy shit forreal #sad", sadness
"What a weekend for college football.. that's what it's all about #love", happiness
"Why does everything have to go wrong when you've looked forward to it happening for ages... #depression", sadness
"I got 2 admit I miss my COWs @JustJabbz and @kwanele ... #Sad", sadness
"No sleep because my bro likes to blast MW2 when I'm trying to sleep! #Irritated", anger
"@IamAaronDeacon And Obviously To Support You Too Regardless Man Its All #LOVE :)", happiness
"Elf is on and I havnt seen one tweet from @ccasey94 #surprised", surprise
"Some of my male followers are the biggest pervs ever yo smh. #disgusting", disgust
"Tomorrow is 11/11/11 , yeah well tomorrow is also exactly 2 months before OTH season 9 premiers <3 #Excited", happiness
"Technology ruins tradition?! Parents can now sign up to have their kids a skype date with santa claus. #pathetic #sad #cookiesandmilk", sadness
"Seeing to many duck posts. #disgusting #huskypride", disgust
"I firmly believe hanie is the worst quarterback in the NFL #embarrassing", sadness
"I hate when I'm txting someone and they randomly stop replying in the middle of a conversation #rude and #annoying", anger
"I love how you all will read that but act as if none of you did #sad #imworthlesstoyouall", sadness
"Being without the other half of your life is the worst thing ever. #Love", happiness
"ok, back to running that marathon...#Bliss", happiness
"@RiverOfDeceit30 @the_guy Got to go home 4 awhile today. #HomeSick", sadness
"How did I wake up? I was only asleep for 3 hours #exhausted #frustrated", anger
"Just saw the first BB winner Craig in reading #exciting", happiness
"Got my job back for the break! :) #Happy", happiness
"My mother just bought an iPhone.  Now even my mom is more with-it than I am!  #anger", anger
"My #jets are hard to watch at times this year! #frustrating", anger
"can't wait til later. #happiness.", happiness
"needs to find a good formal wear and make a convincing speech for friday! #marketday #excited", happiness
"People in my flat clearly do not have the brains to turn a hob off. #annoying", anger
"working out is the only thing that relaxes me but i can't workout without being in pain #annoyed", anger
"Watching #Rugrats. How did I ever like this show? #embarrassing", sadness
"why do people change their picture all the time? its so #annoying", anger
"Everything is derived from #LOVE!", happiness
"Chicks are crazy I tell u , create fake accounts on FB jst e scrutanize yah . Nxa #annoyed", anger
"@AaronTheAnomaly how much loseerrr!:-) well I'll ask @EmmaTamsin if she wants too gooooo too! omg, #excited", happiness
"aye. I dnt know why my dad went to the gym. He NEEDS to rest! :( #worried", fear
"wonder what im getting for christmas #excited", happiness
"Yayyyy ! Nicki's Gonna Be On Xfactor Tonight :D #Excited", happiness
"My internet connection (or should I say lack of..?) is going to give me a heartattack.. #frustration", anger
"Hate it when people are really slow texters.. #sad", sadness
"Just left my house for school and its still dark #depressing", sadness
"Breaking Dawn is out today! OMG! let's go watch!! :D #excited", happiness
"Interview went totally fine, a bit mind blowing to be at the Universal office though... #happy", happiness
"@KetzS I love you man #love", happiness
"Smh she has to do betta #sad", sadness
"The Awkward Moment When I Tweet @AustinMahone Non-Stop Asking For A Follow, & It Seems Like Austin Notices Everyone Else But Me../: #Sad", sadness
"deadmau5 discography is taking forever to download! #annoyed", anger
"Thanks to Mrs. Freeman I can no longer drink non-organic milk. #disgusting", disgust
"Every parody account just tweets about how you should follow another account #Annoying", anger
"Ska f.ö se Serenades imorgon!! #glad", happiness
"Made it to Denver in one piece #anxiety #turbulence #happytweet", fear
"@diplo @SteveAngello #rivalry!!! Then hot pink delorean tonight!!! #rage", anger
"@japoole8 My laptop does exactly the same thing #annoying", anger
"Just downloaded a new twitter app!!  #excited", happiness
"@funegrl262 Ya I guess..I'm really upset so tired of being in pain all the time, I work so hard at getting better!! #depressed", sadness
"why o why o why am I tired ? #annoyed", anger
"With #OOMFS to the game! #happy", happiness
"have pit passes for Talledega this coming year #excited :D", happiness
"i've been a part of MARS300 #proud", happiness
"Driving to cookeville to spend the weekend with @jtseals42 #happy", happiness
"I hate that money change him #Sad", sadness
"Visiting the hospital makes me sad #depressing #getwellsoongrandpa", sadness
"@LairdHannah watching the academites do their thing!! #love", happiness
"@heyitsnicolee is number one in my heart. That is why she is the background on my phone's lock screen and home screen. #love", happiness
"So glad I don't get so drunk to where I make a fool of myself. #embarrassing", sadness
"So I'm seein Congrats tweets @RozMcK. .... Has this got anything to do w a Special ring being placed on a ur elegant finger??? #Excited", happiness
"you kno I like you allot! so let's give us a shot are you gonna kiss me or not ???? #love", happiness
"when peoples name start with j and end with e They Must Be #annoying", anger
"Why do I feel like this?!! #frustrated", anger
"Listening to my coldplay's playlist literally cheered me up! :) #love", happiness
"That chick bugs me for some reason #annoying #nobodycares", anger
"People that speak to you when you don't like them #annoying", anger
"Has anyone seen the forever lazy product?Come on really? Does that idea piss anyone else off #movingtocanada #disgusted #whyamericaisfalling", disgust
"Going to ride the fourwheeler with @REDNECKHIPPYGUH #excited", happiness
"i lose so much hair #annoying", anger
"I haven't been negative on social networks for 2 days! #proud!", happiness
"Mom getting mad at the dumbass drive thru order guy! Of course HE'S MEXICAN! #GetWhitePeople #RAGE", anger
"love hanging out with @lucasking12 on late start days. #love #ATB", happiness
"@Sloggss thank god you didnt #proud", happiness
"@GrisCx has my phone, take care of it!!!#worried", fear
"Today is my day I'm breaking free. And being happy. #happy", happiness
"NP My Hero - Paramore (acoustic version) #bliss", happiness
"these #FearFactor challenges dont even involve fear except for the scorpians one. #Disappointed", sadness
"So I tried to be all sneaky at work and hide out in my car to listen to the @KONGOSMUSIC interview on @TuksFM1072, didn't work... #sad", sadness
"GM Twitter!! Omw 2 the gym and how I miss my friends at the other gym :( #lonely", sadness
"Yaaaay , Melissa finally got a debit card :) #Exciting", happiness
"Changed bedding, fresh laundry #love", happiness
"Got drunk last night and lost. Thank god there are still nice ppl in the world. A stranger let me stay at her house then took me home. #love", happiness
"Damn gotta read this novel. . . #Depressing", sadness
"@marielgiro rdfhmnbhjgdituyhrwfj what time are you coming to campus #excited.", happiness
"having no boyfriend is like getting picked last in gym class #lonely", sadness
"someone find a cure to @d_millyy whistling nose #annoying", anger
"@majornelson haven't got it yet hopefully soon! #excited", happiness
"@AbsolutMaddness @iamsbee LOL.. @iamsbee it's out of share boredom of missing BBM you searchg daily on twitter to build a vibes #sad", sadness
"I can't control my emotions oshdhslbsisgso #EXCITED", happiness
"at diner at a table near me. lady tells waitress half hour ago 'I'm waiting for my friend, I don't know where she is'. lady still alone #SAD", sadness
"Cannot believe they put the christmas tree up at home without me #disappointed #notpartofthefamily", sadness
"I wish I had more friends. #lonely", sadness
"Glad desiree see the hoe that i been seeing .! Smh #sad", sadness
"I live in the city, and you in the township. There are plenty other people here who can take you home that live in the township.. #annoyed", anger
"I'm reading this online article about Thanksgiving and it is proven that 80% of Americans only give thanks on this day #sad", sadness
"I just want to go home #sleepy #starving #annoyed", anger
"#PayDay Up early ima be Christmas shopping all-day #JoLLy!", happiness
"Sometimes things don't go the way you planned. But it'll all work out in the end. #disappointed", sadness
"Good mood. Chef mode. And 'Two and a half men'. #Bliss.", happiness
"When did it EVER occur to you that I enjoy being stroked and/or massaged, fuck outta here with that.  #disgusted", disgust
"So much love in this building, west over everything #WOE #ATB", sadness
"i talk so much shit when im bored :| how do people put up with me?! #annoying", anger
"Knowing that ill be coming home to a spotless house tonight #bliss", happiness
"Getting the itch to hunt again, ready to get a first year bowhunter her first deer down, mean more to me than any buck I'll kill #excited", happiness
"Uncharted until the feast is ready. #love", happiness
"24 more days until Christmas (: #excited", happiness
"@bpolinsky74 tweeted the wrong name, but i know #sad", sadness
"Still here in Eastwood.. Having dinner at CookBook Kitchen with a friend.. :) ordered squash soup, shrimps and garlic, and Pomodoro. #happy!", happiness
"I hate joining a game and there's like a minute left in mw3 #annoying", anger
"@canadianboy17 PLEASE FOLLOW ME!!! #DREAMSDOCOMETRUE please notice me trying hard since the beginning :) <3 <3 <3 #proud #BELIEBER 58", happiness
"Just dropped my USB pen with all my uni work on, in the dogs water bowl. Thankfully it seems ok. #disaster #panic", fear
"Finally finished Let It Snow with @crazymerm!  #excited", happiness
"S/o @ashanti an Nelly,. They still together, #love", happiness
"After not watching Serendipity in years..I forget how it ends. #nervous", fear
"Powerliftings canceled.. im going to cry myself to sleep every night. #bye #depressed", sadness
"I JUST DONT UNDERSTAND SOME PPL #DISAPPOINTED", sadness
"anyone else already sick of preseason basketball dunk highlights #annoying", anger
"On the way to Rahmat Gallery Wildlife Museum ... For the 1st time!! #excited", happiness
"S/o to my grandmother once again for being the reason why I don't have to stand in line for those jordans ;) #Love", happiness
"(s) much I tweet bout them :'). #proud", happiness
